Foremost version 1.5.7 by Jesse Kornblum, Kris Kendall, and Nick Mikus
Audit File

Foremost started at Tue Mar 24 17:10:39 2020
Invocation: foremost WindowsXP.img -T 
Output directory: /home/ashu/Downloads/tamu20/output_Tue_Mar_24_17_10_39_2020
Configuration file: /etc/foremost.conf
------------------------------------------------------------------
File: WindowsXP.img
Start: Tue Mar 24 17:10:39 2020
Length: 3 GB (3221225472 bytes)
 
Num	 Name (bs=512)	       Size	 File Offset	 Comment 
972:	00894340.gif 	       98 B 	  457902128 	  (8 x 63)
973:	00894340_1.gif 	       98 B 	  457902232 	  (8 x 63)
974:	00894340_2.gif 	      157 B 	  457902336 	  (671 x 8)
975:	00894340_3.gif 	       63 B 	  457902496 	  (8 x 8)
976:	00894340_4.gif 	       79 B 	  457902560 	  (8 x 8)
977:	00894352.gif 	      961 B 	  457908704 	  (31 x 32)
978:	00894354.gif 	       1 KB 	  457909672 	  (20 x 20)
979:	00894356.gif 	       1 KB 	  457910736 	  (20 x 20)
980:	00904000.gif 	       3 KB 	  462848064 	  (1024 x 60)
981:	00917951.gif 	       1 KB 	  469990912 	  (50 x 22)
982:	00917967.gif 	       1 KB 	  469999104 	  (50 x 22)
983:	00917975.gif 	      855 B 	  470003200 	  (48 x 20)
984:	00917983.gif 	      533 B 	  470007296 	  (50 x 22)
985:	00917991.gif 	      123 B 	  470011392 	  (50 x 22)
986:	00917999.gif 	       1 KB 	  470015488 	  (48 x 20)
987:	00918015.gif 	       1 KB 	  470023680 	  (50 x 22)
988:	00918023.gif 	       1 KB 	  470027776 	  (50 x 22)
989:	00918031.gif 	       1 KB 	  470031872 	  (50 x 22)
990:	00918039.gif 	      761 B 	  470035968 	  (50 x 22)
991:	00918047.gif 	       1 KB 	  470040064 	  (50 x 22)
992:	00918055.gif 	       1 KB 	  470044160 	  (50 x 22)
993:	00929241.gif 	       43 B 	  475771580 	  (1 x 1)
994:	00930164.gif 	      117 B 	  476244056 	  (266 x 12)
995:	00930164_1.gif 	       69 B 	  476244176 	  (12 x 12)
996:	00930164_2.gif 	       69 B 	  476244248 	  (12 x 12)
997:	00930164_3.gif 	       70 B 	  476244320 	  (12 x 23)
998:	00930164_4.gif 	       70 B 	  476244392 	  (12 x 23)
999:	00930164_5.gif 	      117 B 	  476244464 	  (266 x 12)
1000:	00930165.gif 	       68 B 	  476244584 	  (12 x 12)
1001:	00930165_1.gif 	       68 B 	  476244656 	  (12 x 12)
1002:	00930165_2.gif 	      157 B 	  476244728 	  (671 x 8)
1003:	00930165_3.gif 	       65 B 	  476244888 	  (8 x 8)
1004:	00930165_4.gif 	       79 B 	  476244960 	  (8 x 8)
1005:	00930166.gif 	       98 B 	  476245040 	  (8 x 63)
1006:	00930166_1.gif 	       98 B 	  476245144 	  (8 x 63)
1007:	00930166_2.gif 	      157 B 	  476245248 	  (671 x 8)
1008:	00930166_3.gif 	       63 B 	  476245408 	  (8 x 8)
1009:	00930166_4.gif 	       79 B 	  476245472 	  (8 x 8)
1010:	00930178.gif 	      961 B 	  476251616 	  (31 x 32)
1011:	00930180.gif 	       1 KB 	  476252584 	  (20 x 20)
1012:	00930182.gif 	       1 KB 	  476253648 	  (20 x 20)
1013:	00930329.gif 	       43 B 	  476328920 	  (1 x 1)
1014:	00932036.gif 	      117 B 	  477202892 	  (266 x 12)
1015:	00932037.gif 	       69 B 	  477203012 	  (12 x 12)
1016:	00932037_1.gif 	       69 B 	  477203084 	  (12 x 12)
1017:	00932037_2.gif 	       70 B 	  477203156 	  (12 x 23)
1018:	00932037_3.gif 	       70 B 	  477203228 	  (12 x 23)
1019:	00932037_4.gif 	      117 B 	  477203300 	  (266 x 12)
1020:	00932037_5.gif 	       68 B 	  477203420 	  (12 x 12)
1021:	00932038.gif 	       68 B 	  477203488 	  (12 x 12)
1022:	00932038_1.gif 	      157 B 	  477203556 	  (671 x 8)
1023:	00932038_2.gif 	       65 B 	  477203716 	  (8 x 8)
1024:	00932038_3.gif 	       79 B 	  477203784 	  (8 x 8)
1025:	00932038_4.gif 	       98 B 	  477203864 	  (8 x 63)
1026:	00932038_5.gif 	       98 B 	  477203964 	  (8 x 63)
1027:	00932039.gif 	      157 B 	  477204064 	  (671 x 8)
1028:	00932039_1.gif 	       63 B 	  477204224 	  (8 x 8)
1029:	00932039_2.gif 	       79 B 	  477204288 	  (8 x 8)
1030:	00932051.gif 	      961 B 	  477210552 	  (31 x 32)
1031:	00932053.gif 	       1 KB 	  477211516 	  (20 x 20)
1032:	00932055.gif 	       1 KB 	  477212580 	  (20 x 20)
1033:	00932201.gif 	       43 B 	  477287100 	  (1 x 1)
1034:	00933945.gif 	      117 B 	  478180112 	  (266 x 12)
1035:	00933945_1.gif 	       69 B 	  478180232 	  (12 x 12)
1036:	00933945_2.gif 	       69 B 	  478180304 	  (12 x 12)
1037:	00933946.gif 	       70 B 	  478180376 	  (12 x 23)
1038:	00933946_1.gif 	       70 B 	  478180448 	  (12 x 23)
1039:	00933946_2.gif 	      117 B 	  478180520 	  (266 x 12)
1040:	00933946_3.gif 	       68 B 	  478180640 	  (12 x 12)
1041:	00933946_4.gif 	       68 B 	  478180708 	  (12 x 12)
1042:	00933946_5.gif 	      157 B 	  478180776 	  (671 x 8)
1043:	00933947.gif 	       65 B 	  478180936 	  (8 x 8)
1044:	00933947_1.gif 	       79 B 	  478181004 	  (8 x 8)
1045:	00933947_2.gif 	       98 B 	  478181084 	  (8 x 63)
1046:	00933947_3.gif 	       98 B 	  478181184 	  (8 x 63)
1047:	00933947_4.gif 	      157 B 	  478181284 	  (671 x 8)
1048:	00933948.gif 	       63 B 	  478181444 	  (8 x 8)
1049:	00933948_1.gif 	       79 B 	  478181508 	  (8 x 8)
1050:	00933960.gif 	      961 B 	  478187812 	  (31 x 32)
1051:	00933962.gif 	       1 KB 	  478188776 	  (20 x 20)
1052:	00933964.gif 	       1 KB 	  478189840 	  (20 x 20)
1053:	00934112.gif 	       43 B 	  478265680 	  (1 x 1)
1054:	00935998.gif 	      117 B 	  479231388 	  (266 x 12)
1055:	00935999.gif 	       69 B 	  479231508 	  (12 x 12)
1056:	00935999_1.gif 	       69 B 	  479231580 	  (12 x 12)
1057:	00935999_2.gif 	       70 B 	  479231652 	  (12 x 23)
1058:	00935999_3.gif 	       70 B 	  479231724 	  (12 x 23)
1059:	00935999_4.gif 	      117 B 	  479231796 	  (266 x 12)
1060:	00935999_5.gif 	       68 B 	  479231916 	  (12 x 12)
1061:	00935999_6.gif 	       68 B 	  479231984 	  (12 x 12)
1062:	00936000.gif 	      157 B 	  479232052 	  (671 x 8)
1063:	00936000_1.gif 	       65 B 	  479232212 	  (8 x 8)
1064:	00936000_2.gif 	       79 B 	  479232280 	  (8 x 8)
1065:	00936000_3.gif 	       98 B 	  479232360 	  (8 x 63)
1066:	00936000_4.gif 	       98 B 	  479232460 	  (8 x 63)
1067:	00936001.gif 	      157 B 	  479232560 	  (671 x 8)
1068:	00936001_1.gif 	       63 B 	  479232720 	  (8 x 8)
1069:	00936001_2.gif 	       79 B 	  479232784 	  (8 x 8)
1070:	00936013.gif 	      961 B 	  479239112 	  (31 x 32)
1071:	00936015.gif 	       1 KB 	  479240076 	  (20 x 20)
1072:	00936017.gif 	       1 KB 	  479241140 	  (20 x 20)
1073:	00936166.gif 	       43 B 	  479317076 	  (1 x 1)
1074:	00938023.gif 	      117 B 	  480268160 	  (266 x 12)
1075:	00938023_1.gif 	       69 B 	  480268280 	  (12 x 12)
1076:	00938024.gif 	       69 B 	  480268352 	  (12 x 12)
1077:	00938024_1.gif 	       70 B 	  480268424 	  (12 x 23)
1078:	00938024_2.gif 	       70 B 	  480268496 	  (12 x 23)
1079:	00938024_3.gif 	      117 B 	  480268568 	  (266 x 12)
1080:	00938024_4.gif 	       68 B 	  480268688 	  (12 x 12)
1081:	00938024_5.gif 	       68 B 	  480268756 	  (12 x 12)
1082:	00938025.gif 	      157 B 	  480268824 	  (671 x 8)
1083:	00938025_1.gif 	       65 B 	  480268984 	  (8 x 8)
1084:	00938025_2.gif 	       79 B 	  480269052 	  (8 x 8)
1085:	00938025_3.gif 	       98 B 	  480269132 	  (8 x 63)
1086:	00938025_4.gif 	       98 B 	  480269232 	  (8 x 63)
1087:	00938026.gif 	      157 B 	  480269332 	  (671 x 8)
1088:	00938026_1.gif 	       63 B 	  480269492 	  (8 x 8)
1089:	00938026_2.gif 	       79 B 	  480269556 	  (8 x 8)
1090:	00938038.gif 	      961 B 	  480275844 	  (31 x 32)
1091:	00938040.gif 	       1 KB 	  480276808 	  (20 x 20)
1092:	00938042.gif 	       1 KB 	  480277872 	  (20 x 20)
1093:	00938190.gif 	       43 B 	  480353604 	  (1 x 1)
1094:	00939224.gif 	      117 B 	  480883132 	  (266 x 12)
1095:	00939225.gif 	       69 B 	  480883252 	  (12 x 12)
1096:	00939225_1.gif 	       69 B 	  480883324 	  (12 x 12)
1097:	00939225_2.gif 	       70 B 	  480883396 	  (12 x 23)
1098:	00939225_3.gif 	       70 B 	  480883468 	  (12 x 23)
1099:	00939225_4.gif 	      117 B 	  480883540 	  (266 x 12)
1100:	00939225_5.gif 	       68 B 	  480883660 	  (12 x 12)
1101:	00939226.gif 	       68 B 	  480883728 	  (12 x 12)
1102:	00939226_1.gif 	      157 B 	  480883796 	  (671 x 8)
1103:	00939226_2.gif 	       65 B 	  480883956 	  (8 x 8)
1104:	00939226_3.gif 	       79 B 	  480884024 	  (8 x 8)
1105:	00939226_4.gif 	       98 B 	  480884104 	  (8 x 63)
1106:	00939226_5.gif 	       98 B 	  480884204 	  (8 x 63)
1107:	00939227.gif 	      157 B 	  480884304 	  (671 x 8)
1108:	00939227_1.gif 	       63 B 	  480884464 	  (8 x 8)
1109:	00939227_2.gif 	       79 B 	  480884528 	  (8 x 8)
1110:	00939239.gif 	      961 B 	  480890812 	  (31 x 32)
1111:	00939241.gif 	       1 KB 	  480891776 	  (20 x 20)
1112:	00939243.gif 	       1 KB 	  480892840 	  (20 x 20)
1113:	00939393.gif 	       43 B 	  480969400 	  (1 x 1)
1114:	00940147.gif 	      117 B 	  481355684 	  (266 x 12)
1115:	00940148.gif 	       69 B 	  481355804 	  (12 x 12)
1116:	00940148_1.gif 	       69 B 	  481355876 	  (12 x 12)
1117:	00940148_2.gif 	       70 B 	  481355948 	  (12 x 23)
1118:	00940148_3.gif 	       70 B 	  481356020 	  (12 x 23)
1119:	00940148_4.gif 	      117 B 	  481356092 	  (266 x 12)
1120:	00940148_5.gif 	       68 B 	  481356212 	  (12 x 12)
1121:	00940148_6.gif 	       68 B 	  481356280 	  (12 x 12)
1122:	00940149.gif 	      157 B 	  481356348 	  (671 x 8)
1123:	00940149_1.gif 	       65 B 	  481356508 	  (8 x 8)
1124:	00940149_2.gif 	       79 B 	  481356576 	  (8 x 8)
1125:	00940149_3.gif 	       98 B 	  481356656 	  (8 x 63)
1126:	00940149_4.gif 	       98 B 	  481356756 	  (8 x 63)
1127:	00940150.gif 	      157 B 	  481356856 	  (671 x 8)
1128:	00940150_1.gif 	       63 B 	  481357016 	  (8 x 8)
1129:	00940150_2.gif 	       79 B 	  481357080 	  (8 x 8)
1130:	00940162.gif 	      961 B 	  481363356 	  (31 x 32)
1131:	00940164.gif 	       1 KB 	  481364320 	  (20 x 20)
1132:	00940166.gif 	       1 KB 	  481365384 	  (20 x 20)
1133:	00940314.gif 	       43 B 	  481440904 	  (1 x 1)
1134:	00941894.gif 	      117 B 	  482250116 	  (266 x 12)
1135:	00941894_1.gif 	       69 B 	  482250236 	  (12 x 12)
1136:	00941895.gif 	       69 B 	  482250308 	  (12 x 12)
1137:	00941895_1.gif 	       70 B 	  482250380 	  (12 x 23)
1138:	00941895_2.gif 	       70 B 	  482250452 	  (12 x 23)
1139:	00941895_3.gif 	      117 B 	  482250524 	  (266 x 12)
1140:	00941895_4.gif 	       68 B 	  482250644 	  (12 x 12)
1141:	00941895_5.gif 	       68 B 	  482250712 	  (12 x 12)
1142:	00941896.gif 	      157 B 	  482250780 	  (671 x 8)
1143:	00941896_1.gif 	       65 B 	  482250940 	  (8 x 8)
1144:	00941896_2.gif 	       79 B 	  482251008 	  (8 x 8)
1145:	00941896_3.gif 	       98 B 	  482251088 	  (8 x 63)
1146:	00941896_4.gif 	       98 B 	  482251188 	  (8 x 63)
1147:	00941897.gif 	      157 B 	  482251288 	  (671 x 8)
1148:	00941897_1.gif 	       63 B 	  482251448 	  (8 x 8)
1149:	00941897_2.gif 	       79 B 	  482251512 	  (8 x 8)
1150:	00941909.gif 	      961 B 	  482257772 	  (31 x 32)
1151:	00941911.gif 	       1 KB 	  482258736 	  (20 x 20)
1152:	00941913.gif 	       1 KB 	  482259800 	  (20 x 20)
1153:	00942060.gif 	       43 B 	  482334908 	  (1 x 1)
1154:	00943027.gif 	      117 B 	  482830056 	  (266 x 12)
1155:	00943027_1.gif 	       69 B 	  482830176 	  (12 x 12)
1156:	00943027_2.gif 	       69 B 	  482830248 	  (12 x 12)
1157:	00943027_3.gif 	       70 B 	  482830320 	  (12 x 23)
1158:	00943028.gif 	       70 B 	  482830392 	  (12 x 23)
1159:	00943028_1.gif 	      117 B 	  482830464 	  (266 x 12)
1160:	00943028_2.gif 	       68 B 	  482830584 	  (12 x 12)
1161:	00943028_3.gif 	       68 B 	  482830652 	  (12 x 12)
1162:	00943028_4.gif 	      157 B 	  482830720 	  (671 x 8)
1163:	00943029.gif 	       65 B 	  482830880 	  (8 x 8)
1164:	00943029_1.gif 	       79 B 	  482830948 	  (8 x 8)
1165:	00943029_2.gif 	       98 B 	  482831028 	  (8 x 63)
1166:	00943029_3.gif 	       98 B 	  482831128 	  (8 x 63)
1167:	00943029_4.gif 	      157 B 	  482831228 	  (671 x 8)
1168:	00943030.gif 	       63 B 	  482831388 	  (8 x 8)
1169:	00943030_1.gif 	       79 B 	  482831452 	  (8 x 8)
1170:	00943042.gif 	      961 B 	  482837700 	  (31 x 32)
1171:	00943044.gif 	       1 KB 	  482838664 	  (20 x 20)
1172:	00943046.gif 	       1 KB 	  482839728 	  (20 x 20)
1173:	00943191.gif 	       43 B 	  482914048 	  (1 x 1)
1174:	00944992.gif 	      117 B 	  483835924 	  (266 x 12)
1175:	00944992_1.gif 	       69 B 	  483836044 	  (12 x 12)
1176:	00944992_2.gif 	       69 B 	  483836116 	  (12 x 12)
1177:	00944992_3.gif 	       70 B 	  483836188 	  (12 x 23)
1178:	00944992_4.gif 	       70 B 	  483836260 	  (12 x 23)
1179:	00944992_5.gif 	      117 B 	  483836332 	  (266 x 12)
1180:	00944993.gif 	       68 B 	  483836452 	  (12 x 12)
1181:	00944993_1.gif 	       68 B 	  483836520 	  (12 x 12)
1182:	00944993_2.gif 	      157 B 	  483836588 	  (671 x 8)
1183:	00944993_3.gif 	       65 B 	  483836748 	  (8 x 8)
1184:	00944993_4.gif 	       79 B 	  483836816 	  (8 x 8)
1185:	00944993_5.gif 	       98 B 	  483836896 	  (8 x 63)
1186:	00944994.gif 	       98 B 	  483836996 	  (8 x 63)
1187:	00944994_1.gif 	      157 B 	  483837096 	  (671 x 8)
1188:	00944994_2.gif 	       63 B 	  483837256 	  (8 x 8)
1189:	00944994_3.gif 	       79 B 	  483837320 	  (8 x 8)
1190:	00945007.gif 	      961 B 	  483843672 	  (31 x 32)
1191:	00945009.gif 	       1 KB 	  483844636 	  (20 x 20)
1192:	00945011.gif 	       1 KB 	  483845700 	  (20 x 20)
1193:	00945159.gif 	       43 B 	  483921468 	  (1 x 1)
1194:	00956541.gif 	       1 KB 	  489749192 	  (35 x 36)
1195:	00956553.gif 	       1 KB 	  489755464 	  (35 x 35)
1196:	00956566.gif 	       1 KB 	  489762232 	  (29 x 36)
1197:	01004471.gif 	       9 KB 	  514289152 	  (600 x 60)
1198:	01009271.gif 	      15 KB 	  516746752 	  (600 x 60)
1199:	00903971.bmp 	       2 KB 	  462833536 	  (48 x 48)
1200:	00903976.bmp 	       2 KB 	  462835976 	  (48 x 48)
1201:	00903981.bmp 	       2 KB 	  462838408 	  (48 x 42)
1202:	00903985.bmp 	       2 KB 	  462840768 	  (48 x 42)
1203:	00903990.bmp 	       2 KB 	  462843192 	  (48 x 48)
1204:	00903995.bmp 	       2 KB 	  462845632 	  (48 x 48)
1205:	00869144.avi 	      11 KB 	  445002080 	 
1206:	00872786.avi 	       3 KB 	  446866880 	 
1207:	00872794.avi 	       3 KB 	  446870976 	 
1208:	00872802.avi 	       3 KB 	  446875072 	 
1209:	00872810.avi 	      10 KB 	  446879168 	 
1210:	00872831.avi 	       9 KB 	  446889920 	 
1211:	00872851.avi 	      10 KB 	  446900160 	 
1212:	00872872.avi 	       3 KB 	  446910912 	 
1213:	00878517.avi 	       3 KB 	  449801184 	 
1214:	00878525.avi 	       3 KB 	  449805280 	 
1215:	00910471.wav 	       6 KB 	  466161152 	 
1216:	00910487.wav 	      36 KB 	  466169344 	 
1217:	00910583.wav 	      52 KB 	  466218496 	 
1218:	00910743.wav 	      28 KB 	  466300416 	 
1219:	00910807.wav 	      38 KB 	  466333184 	 
1220:	00910903.wav 	      23 KB 	  466382336 	 
1221:	00910951.wav 	      16 KB 	  466406912 	 
1222:	00910991.wav 	      43 KB 	  466427392 	 
1223:	00911103.wav 	      41 KB 	  466484736 	 
1224:	00911215.wav 	      35 KB 	  466542080 	 
1225:	00911295.wav 	      35 KB 	  466583040 	 
1226:	00911383.wav 	      35 KB 	  466628096 	 
1227:	00911463.wav 	      19 KB 	  466669056 	 
1228:	00911503.wav 	     175 KB 	  466689536 	 
1229:	00911951.wav 	     185 KB 	  466918912 	 
1230:	00912399.wav 	       1 KB 	  467148288 	 
1231:	00912407.wav 	      22 KB 	  467152384 	 
1232:	00912455.wav 	      47 KB 	  467176960 	 
1233:	00912583.wav 	      42 KB 	  467242496 	 
1234:	00912695.wav 	      22 KB 	  467299840 	 
1235:	00912743.wav 	      18 KB 	  467324416 	 
1236:	00912783.wav 	      38 KB 	  467344896 	 
1237:	00912879.wav 	      21 KB 	  467394048 	 
1238:	00912927.wav 	     275 KB 	  467418624 	 
1239:	00913887.wav 	       2 KB 	  467910144 	 
1240:	00913903.wav 	     414 KB 	  467918336 	 
1241:	00920221.avi 	      11 KB 	  471153408 	 
1242:	00946277.avi 	      11 KB 	  484494312 	 
1243:	00946301.avi 	      59 KB 	  484506600 	 
1244:	00962018.avi 	      10 KB 	  492553536 	 
1245:	00962088.avi 	       7 KB 	  492589128 	 
1246:	00962103.avi 	       4 KB 	  492597152 	 
1247:	00972816.avi 	       3 KB 	  498082232 	 
1248:	00972824.avi 	       3 KB 	  498086328 	 
1249:	00972832.avi 	       3 KB 	  498090424 	 
1250:	00972840.avi 	      10 KB 	  498094520 	 
1251:	00972861.avi 	       9 KB 	  498105272 	 
1252:	00972881.avi 	      10 KB 	  498115512 	 
1253:	00972902.avi 	       3 KB 	  498126264 	 
1254:	01013347.wav 	       1 KB 	  518834032 	 
1255:	01013351.avi 	      16 KB 	  518836072 	 
1256:	01014257.avi 	      11 KB 	  519299832 	 
1257:	00821272.htm 	      126 B 	  420491744 	 
1258:	00821274.htm 	      27 KB 	  420492736 	 
1259:	00821328.htm 	       89 B 	  420520400 	 
1260:	00821329.htm 	      134 B 	  420520496 	 
1261:	00821329_1.htm 	      132 B 	  420520656 	 
1262:	00863175.htm 	      13 KB 	  441945600 	 
1263:	00875948.htm 	       5 KB 	  448485600 	 
1264:	00876071.htm 	      11 KB 	  448548608 	 
1265:	00876103.htm 	       4 KB 	  448565044 	 
1266:	00947260.htm 	       3 KB 	  484997488 	 
1267:	00947440.htm 	      11 KB 	  485089312 	 
1268:	00950726.htm 	       5 KB 	  486772168 	 
1269:	00952249.htm 	       5 KB 	  487551788 	 
1270:	00952361.htm 	      11 KB 	  487609120 	 
1271:	00952392.htm 	       3 KB 	  487624892 	 
1272:	00953772.htm 	       5 KB 	  488331488 	 
1273:	00953895.htm 	      11 KB 	  488394496 	 
1274:	00953927.htm 	       4 KB 	  488410932 	 
1275:	00955831.htm 	       5 KB 	  489385768 	 
1276:	00955955.htm 	      11 KB 	  489449180 	 
1277:	00955987.htm 	       3 KB 	  489465576 	 
1278:	00956348.htm 	       5 KB 	  489650200 	 
1279:	00956359.htm 	       4 KB 	  489656024 	 
1280:	00956368.htm 	       9 KB 	  489660880 	 
1281:	00956409.htm 	       8 KB 	  489681640 	 
1282:	00956425.htm 	       5 KB 	  489689952 	 
1283:	00956437.htm 	       4 KB 	  489695776 	 
1284:	00956536.htm 	       2 KB 	  489746744 	 
1285:	00956543.htm 	       4 KB 	  489750432 	 
1286:	00956569.htm 	       8 KB 	  489763352 	 
1287:	00956664.htm 	      11 KB 	  489812322 	 
1288:	00957832.htm 	       5 KB 	  490410220 	 
1289:	00957955.htm 	      11 KB 	  490473200 	 
1290:	00957987.htm 	       4 KB 	  490489584 	 
1291:	00959502.htm 	       5 KB 	  491265260 	 
1292:	00959622.htm 	      11 KB 	  491326868 	 
1293:	00959654.htm 	       3 KB 	  491343192 	 
1294:	00959927.htm 	       5 KB 	  491482920 	 
1295:	00960051.htm 	      11 KB 	  491546332 	 
1296:	00960083.htm 	       3 KB 	  491562728 	 
1297:	00961519.htm 	       5 KB 	  492297812 	 
1298:	00961635.htm 	      11 KB 	  492357572 	 
1299:	00961667.htm 	       3 KB 	  492373680 	 
1300:	00963896.htm 	       5 KB 	  493515076 	 
1301:	00964015.htm 	      11 KB 	  493576040 	 
1302:	00964047.htm 	       3 KB 	  493592236 	 
1303:	00965483.htm 	       5 KB 	  494327576 	 
1304:	00965594.htm 	      11 KB 	  494384536 	 
1305:	00965625.htm 	       3 KB 	  494400280 	 
1306:	00966994.htm 	       5 KB 	  495101328 	 
1307:	00967116.htm 	      11 KB 	  495163804 	 
1308:	00967148.htm 	       4 KB 	  495180160 	 
1309:	01001610.ole 	       5 KB 	  512824378 	 
1310:	01001617.ole 	       5 KB 	  512827980 	 
1311:	01001624.ole 	       3 KB 	  512831582 	 
1312:	01001629.ole 	       5 KB 	  512834160 	 
1313:	01001870.ole 	       5 KB 	  512957606 	 
1314:	01001902.ole 	       5 KB 	  512974044 	 
1315:	01001909.ole 	       5 KB 	  512977646 	 
1316:	01001916.ole 	       5 KB 	  512981248 	 
1317:	01001923.ole 	       5 KB 	  512984850 	 
1318:	01001930.ole 	       5 KB 	  512988452 	 
1319:	01001937.ole 	       5 KB 	  512992054 	 
1320:	01001944.ole 	       3 KB 	  512995656 	 
1321:	01001949.ole 	       3 KB 	  512998234 	 
1322:	01001954.ole 	       3 KB 	  513000812 	 
1323:	01001959.ole 	       5 KB 	  513003390 	 
1324:	01001966.ole 	       5 KB 	  513006992 	 
1325:	01001973.ole 	       5 KB 	  513010594 	 
1326:	01001981.ole 	       5 KB 	  513014708 	 
1327:	01002455.ole 	       5 KB 	  513257468 	 
1328:	01002463.ole 	       5 KB 	  513261070 	 
1329:	01002484.ole 	       3 KB 	  513271876 	 
1330:	01002489.ole 	       5 KB 	  513274454 	 
1331:	01002496.ole 	       5 KB 	  513278056 	 
1332:	01002510.ole 	       5 KB 	  513285260 	 
1333:	01002517.ole 	       5 KB 	  513288862 	 
1334:	01002524.ole 	       5 KB 	  513292464 	 
1335:	01002531.ole 	       5 KB 	  513296066 	 
1336:	01002538.ole 	       5 KB 	  513299668 	 
1337:	01002545.ole 	       5 KB 	  513303270 	 
1338:	01002552.ole 	       5 KB 	  513306872 	 
1339:	01002559.ole 	       5 KB 	  513310474 	 
1340:	01002566.ole 	       5 KB 	  513314076 	 
1341:	01002573.ole 	       5 KB 	  513317678 	 
1342:	01002580.ole 	       5 KB 	  513321280 	 
1343:	01002651.ole 	       5 KB 	  513357794 	 
1344:	01002658.ole 	       5 KB 	  513361396 	 
1345:	01005007.ole 	       4 MB 	  514563677 	 
1346:	00819855.dll 	      16 KB 	  419765760 	 03/25/2005 02:31:03
1347:	00823735.exe 	      25 KB 	  421752320 	 03/25/2005 00:29:38
1348:	00824055.dll 	     147 KB 	  421916160 	 03/25/2003 09:46:29
1349:	00825823.dll 	     148 KB 	  422821376 	 03/25/2005 02:30:46
1350:	00826287.exe 	     399 KB 	  423058944 	 03/25/2003 07:18:19
1351:	00828783.dll 	      25 KB 	  424336896 	 03/25/2003 09:45:52
1352:	00834151.dll 	      73 KB 	  427085312 	 08/18/2001 05:33:42
1353:	00834383.dll 	      62 KB 	  427204096 	 03/25/2005 02:30:42
1354:	00834671.dll 	     972 KB 	  427351552 	 08/18/2001 05:33:42
1355:	00836615.dll 	     238 KB 	  428346880 	 03/25/2005 02:31:14
1356:	00840055.dll 	      16 KB 	  430108160 	 03/24/2005 22:59:47
1357:	00841959.dll 	      16 KB 	  431083008 	 03/24/2005 22:59:47
1358:	00847775.dll 	       6 KB 	  434060800 	 03/25/2003 09:48:11
1359:	00847791.dll 	       7 KB 	  434068992 	 03/25/2003 09:48:16
1360:	00847807.dll 	       7 KB 	  434077184 	 03/25/2003 09:48:17
1361:	00847823.dll 	      19 KB 	  434085376 	 03/25/2005 03:54:23
1362:	00847903.dll 	      19 KB 	  434126336 	 03/25/2003 09:44:03
1363:	00848103.dll 	      16 KB 	  434228736 	 03/24/2005 22:59:48
1364:	00848255.dll 	      27 KB 	  434306560 	 03/25/2003 09:43:24
1365:	00848543.dll 	     180 KB 	  434454016 	 03/25/2005 02:30:43
1366:	00849311.dll 	      50 KB 	  434847232 	 03/25/2003 09:46:19
1367:	00849455.dll 	     793 KB 	  434920960 	 03/25/2005 00:26:45
1368:	00858463.dll 	      92 KB 	  439533056 	 03/25/2005 02:31:20
1369:	00858655.dll 	      56 KB 	  439631360 	 03/25/2005 00:29:01
1370:	00866135.exe 	      60 KB 	  443461120 	 03/25/2003 07:06:48
1371:	00867415.exe 	      78 KB 	  444116480 	 03/25/2005 00:31:30
1372:	00867607.dll 	      55 KB 	  444214784 	 03/25/2005 02:30:50
1373:	00867839.dll 	      28 KB 	  444333568 	 03/25/2005 02:31:13
1374:	00869183.dll 	     392 KB 	  445021696 	 08/18/2001 05:33:43
1375:	00879447.dll 	       2 MB 	  450276864 	 03/25/2005 00:31:42
1376:	00894775.dll 	      20 KB 	  458124800 	 03/25/2005 02:31:26
1377:	00894919.dll 	      20 KB 	  458198528 	 03/25/2003 09:46:47
1378:	00895743.dll 	      20 KB 	  458620416 	 03/25/2003 09:46:52
1379:	00898535.dll 	      82 KB 	  460049920 	 03/25/2005 02:31:09
1380:	00899231.exe 	     112 KB 	  460406272 	 03/25/2005 00:27:48
1381:	00899663.dll 	      16 KB 	  460627456 	 03/24/2005 22:56:42
1382:	00900047.dll 	      86 KB 	  460824064 	 03/25/2005 02:30:45
1383:	00900895.dll 	     971 KB 	  461258240 	 03/25/2005 02:29:43
1384:	00902879.dll 	      64 KB 	  462274048 	 03/25/2005 02:31:14
1385:	00904271.exe 	      17 KB 	  462986752 	 03/25/2005 00:29:12
1386:	00904999.dll 	      60 KB 	  463359488 	 03/25/2005 02:30:43
1387:	00907783.dll 	     453 KB 	  464784896 	 03/25/2005 02:31:09
1388:	00910391.exe 	     148 KB 	  466120192 	 03/25/2003 07:15:22
1389:	00911855.dll 	      99 KB 	  466869760 	 03/25/2005 02:31:41
1390:	00912327.exe 	      30 KB 	  467111424 	 03/25/2005 00:27:57
1391:	00912551.dll 	      16 KB 	  467226112 	 03/24/2005 23:00:02
1392:	00913735.dll 	      28 KB 	  467832320 	 05/09/2002 18:09:55
1393:	00913799.dll 	     540 KB 	  467865088 	 07/06/2004 18:16:05
1394:	00915415.dll 	      68 KB 	  468692480 	 03/25/2005 02:30:51
1395:	00916263.dll 	     132 KB 	  469126656 	 03/25/2005 02:30:58
1396:	00917047.dll 	      25 KB 	  469528064 	 03/25/2003 09:46:35
